test_id	gene_id	gene	name	description	pseudo	locus	sample_1	sample_2	status	fpkm_KO	fpkm_WT	test_stat	p_value	q_value	significant	dist2Telo	subtelo.HP1
XLOC_001299	XLOC_001299	PF3D7_0614700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:612470-614398	KO	WT	OK	15.3875	18.3282	1.06504	0.2174	0.574237	no	612471	FALSE
XLOC_000475	XLOC_000475	PF3D7_0317100	B9	6-cysteine protein	No	Pf3D7_03_v3:686281-689482	KO	WT	OK	18.5178	22.0548	1.23644	0.15345	0.491907	no	381689	FALSE
XLOC_005377	XLOC_005377	PF3D7_1431000		"mitochondrial ribosomal protein L17-2 precursor, putative"	No	Pf3D7_14_v3:1218104-1218999	KO	WT	OK	85.2481	101.516	1.20397	0.16645	0.511583	no	1218999	FALSE
XLOC_001246	XLOC_001246	PF3D7_0603200	BCS1	"mitochondrial chaperone BCS1, putative"	No	Pf3D7_06_v3:128620-130036	KO	WT	OK	16.5459	19.7026	0.982828	0.25755	0.624303	no	128621	FALSE
XLOC_001300	XLOC_001300	PF3D7_0614900		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_06_v3:617761-621536	KO	WT	OK	10.1111	12.039	1.14708	0.1824	0.531975	no	617762	FALSE
XLOC_004295	XLOC_004295	PF3D7_1346400		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1852897-1870864	KO	WT	OK	51.3436	61.0802	1.29347	0.13465	0.46048	no	1072338	FALSE
XLOC_001484	XLOC_001484	PF3D7_0616300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:676887-677571	KO	WT	OK	46.662	55.5048	0.95214	0.2707	0.637838	no	677571	FALSE
XLOC_000852	XLOC_000852	PF3D7_0414600	APH	"conserved Apicomplexan protein, unknown function"	No	Pf3D7_04_v3:658619-659538	KO	WT	OK	69.5343	82.7115	1.10682	0.2003	0.557252	no	540952	FALSE
XLOC_000026	XLOC_000026	PF3D7_0106500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_01_v3:274314-278550	KO	WT	OK	7.03292	8.36196	1.1116	0.1924	0.547155	no	274315	FALSE
XLOC_005049	XLOC_005049	PF3D7_1450900		"acetyl-CoA acetyltransferase, putative"	No	Pf3D7_14_v3:2083230-2084665	KO	WT	OK	10.8427	12.8905	0.772132	0.37785	0.730746	no	1208705	FALSE
XLOC_001436	XLOC_001436	PF3D7_0607200		"RING zinc finger protein, putative"	No	Pf3D7_06_v3:301873-303290	KO	WT	OK	22.8064	27.1121	1.04193	0.22595	0.588823	no	303290	FALSE
XLOC_004132	XLOC_004132	PF3D7_1314000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:602982-606600	KO	WT	OK	9.77953	11.6242	1.15478	0.1764	0.522658	no	602983	FALSE
XLOC_001589	XLOC_001589	PF3D7_0705300	ORC2	"origin recognition complex subunit 2, putative"	No	Pf3D7_07_v3:261976-264454	KO	WT	OK	25.3242	30.0998	1.24208	0.1495	0.485327	no	261977	FALSE
XLOC_003220	XLOC_003220	PF3D7_1140000	CA	carbonic anhydrase	No	Pf3D7_11_v3:1595766-1597718	KO	WT	OK	5.7747	6.86275	0.73748	0.39095	0.741378	no	442573	FALSE
XLOC_002485	XLOC_002485	PF3D7_0910000	SET4	"SET domain protein, putative"	No	Pf3D7_09_v3:452398-455743	KO	WT	NOTEST	0.901751	1.07155	0	1	1	no	455743	FALSE
XLOC_001616	XLOC_001616	PF3D7_0710900	RPL1	"50S ribosomal protein L1, mitochondrial, putative"	No	Pf3D7_07_v3:484837-486037	KO	WT	OK	24.4196	29	1.02172	0.23295	0.597327	no	484838	FALSE
XLOC_001304	XLOC_001304	PF3D7_0615700		"RNA and export factor binding protein, putative"	No	Pf3D7_06_v3:656375-657636	KO	WT	OK	348.512	413.808	1.23041	0.15135	0.488347	no	656376	FALSE
XLOC_001546	XLOC_001546	PF3D7_0628800	GATB	glutamyl-tRNA(Gln) amidotransferase subunit B	No	Pf3D7_06_v3:1185995-1188644	KO	WT	OK	27.1686	32.2562	1.24734	0.1461	0.477957	no	229598	FALSE
XLOC_004861	XLOC_004861	PF3D7_1412000		"p1/s1 nuclease, putative"	No	Pf3D7_14_v3:482436-483399	KO	WT	OK	11.7417	13.9361	0.697906	0.41685	0.760733	no	482437	FALSE
XLOC_005125	XLOC_005125	PF3D7_1465500	K2	potassium channel	No	Pf3D7_14_v3:2650754-2655140	KO	WT	OK	1.55161	1.84155	0.652231	0.44995	0.786598	no	641181	FALSE
XLOC_002621	XLOC_002621	PF3D7_1002900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:138764-139853	KO	WT	OK	467.584	554.926	1.15343	0.18425	0.534141	no	138765	FALSE
XLOC_005372	XLOC_005372	PF3D7_1429300		CPW-WPC family protein	No	Pf3D7_14_v3:1150474-1153387	KO	WT	OK	112.966	134.034	1.26156	0.1444	0.476637	no	1153387	FALSE
XLOC_004416	XLOC_004416	PF3D7_1369000	GPAA1	"glycosylphosphatidylinositol anchor attachment 1 protein, putative"	No	Pf3D7_13_v3:2742584-2745862	KO	WT	OK	7.10917	8.4339	0.888388	0.3045	0.668541	no	182651	FALSE
XLOC_005488	XLOC_005488	PF3D7_1452900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2171868-2172555	KO	WT	OK	22.185	26.3012	0.714552	0.40435	0.752562	no	1119381	FALSE
XLOC_004844	XLOC_004844	PF3D7_1409300	DDI1	"DNA damage-inducible protein 1, putative"	No	Pf3D7_14_v3:363091-364240	KO	WT	OK	44.3182	52.5283	1.16307	0.1763	0.522658	no	363092	FALSE
XLOC_000171	XLOC_000171	PF3D7_0204000		"condensin-2 complex subunit H2, putative"	No	Pf3D7_02_v3:178954-181526	KO	WT	OK	5.36733	6.36102	0.800904	0.366	0.724137	no	178955	FALSE
XLOC_001869	XLOC_001869	PF3D7_0726800	OST2	"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1, putative"	No	Pf3D7_07_v3:1144045-1144730	KO	WT	OK	154.726	183.36	0.601181	0.49545	0.81506	no	300477	FALSE
XLOC_002858	XLOC_002858	PF3D7_1009500		"metalloprotease, putative"	No	Pf3D7_10_v3:383043-384793	KO	WT	OK	60.108	71.2153	1.20717	0.16685	0.511924	no	384793	FALSE
XLOC_003375	XLOC_003375	PF3D7_1121100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:794253-799561	KO	WT	OK	23.4668	27.7897	1.24531	0.15055	0.487111	no	799561	FALSE
XLOC_004196	XLOC_004196	PF3D7_1325500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1063943-1066411	KO	WT	OK	13.7402	16.269	1.03144	0.22845	0.591664	no	1063944	FALSE
XLOC_001994	XLOC_001994	PF3D7_0821000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:948744-950899	KO	WT	OK	31.9379	37.8067	1.1697	0.1732	0.519404	no	524060	FALSE
XLOC_004710	XLOC_004710	PF3D7_1351100		"conserved protein, unknown function"	No	Pf3D7_13_v3:2040404-2041555	KO	WT	OK	176.712	209.137	1.07033	0.2133	0.569837	no	883681	FALSE
XLOC_000835	XLOC_000835	PF3D7_0411900		DNA polymerase alpha catalytic subunit A	No	Pf3D7_04_v3:528191-534485	KO	WT	OK	22.5841	26.7249	1.24475	0.1455	0.477596	no	534485	FALSE
XLOC_003710	XLOC_003710	PF3D7_1239100		"mitochondrial ribosomal protein L23 precursor, putative"	No	Pf3D7_12_v3:1626772-1627928	KO	WT	OK	77.3528	91.5147	1.15273	0.18445	0.534141	no	644721	FALSE
XLOC_000232	XLOC_000232	PF3D7_0217100		"ATP synthase F1, alpha subunit"	No	Pf3D7_02_v3:707737-709393	KO	WT	OK	63.4159	75.0162	1.23736	0.14615	0.477957	no	239364	FALSE
XLOC_005538	XLOC_005538	PF3D7_1463000	MED20	"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2565356-2566283	KO	WT	OK	75.2034	88.9588	1.1881	0.17075	0.518534	no	725653	FALSE
XLOC_001866	XLOC_001866	PF3D7_0726400		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_07_v3:1108830-1124492	KO	WT	OK	14.2902	16.9028	1.23621	0.14345	0.474385	no	320715	FALSE
XLOC_003616	XLOC_003616	PF3D7_1220300		"cell cycle associated protein, putative"	No	Pf3D7_12_v3:807559-816204	KO	WT	OK	5.72106	6.76311	1.18119	0.17225	0.519404	no	807560	FALSE
XLOC_005567	XLOC_005567	PF3D7_1469800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2865023-2866245	KO	WT	OK	161.039	190.365	1.19901	0.1652	0.509807	no	425691	FALSE
XLOC_002577	XLOC_002577	PF3D7_0930900	NFU1	"NifU-like protein, putative"	No	Pf3D7_09_v3:1247267-1247940	KO	WT	OK	22.0421	26.0527	0.611121	0.4788	0.805129	no	293795	FALSE
XLOC_003333	XLOC_003333	PF3D7_1112300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:471945-474674	KO	WT	OK	7.98156	9.42562	0.927445	0.2807	0.645926	no	474674	FALSE
XLOC_003924	XLOC_003924	PF3D7_1222800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:920789-922416	KO	WT	OK	14.282	16.8656	0.648528	0.4464	0.785933	no	922416	FALSE
XLOC_005555	XLOC_005555	PF3D7_1466600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2726799-2727642	KO	WT	OK	42.6512	50.3612	0.999581	0.2449	0.610715	no	564294	FALSE
XLOC_000560	XLOC_000560	PF3D7_0306500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:301006-301906	KO	WT	OK	50.901	60.0787	1.08228	0.2115	0.567885	no	301906	FALSE
XLOC_004343	XLOC_004343	PF3D7_1356400		"phosphatase 2A regulatory subunit-related protein, putative"	No	Pf3D7_13_v3:2235088-2238109	KO	WT	OK	17.6022	20.7754	1.17632	0.1701	0.517708	no	690147	FALSE
XLOC_000416	XLOC_000416	PF3D7_0306600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:302825-303083	KO	WT	OK	1888.96	2229.42	0.929993	0.2776	0.644031	no	302826	FALSE
XLOC_004621	XLOC_004621	PF3D7_1334500	MSRP6	MSP7-like protein	No	Pf3D7_13_v3:1405730-1407512	KO	WT	OK	23.7933	28.0753	1.11866	0.19295	0.547706	no	1407512	FALSE
XLOC_005466	XLOC_005466	PF3D7_1448500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1984188-1995574	KO	WT	OK	20.4128	24.0843	1.2171	0.15345	0.491907	no	1296362	FALSE
XLOC_000110	XLOC_000110	PF3D7_0106000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_01_v3:255774-258543	KO	WT	OK	20.0408	23.645	1.17776	0.17725	0.524151	no	258543	FALSE
XLOC_004888	XLOC_004888	PF3D7_1417700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:750329-751684	KO	WT	OK	195.554	230.72	1.21205	0.1549	0.493802	no	750330	FALSE
XLOC_002333	XLOC_002333	PF3D7_0921100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:861391-870491	KO	WT	OK	30.3013	35.7451	0.286894	0.73115	0.918313	no	680343	FALSE
XLOC_005257	XLOC_005257	PF3D7_1406100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:211565-215651	KO	WT	OK	14.5227	17.1233	1.18405	0.17305	0.519404	no	215651	FALSE
XLOC_003326	XLOC_003326	PF3D7_1110900		"ES2 protein, putative"	No	Pf3D7_11_v3:431905-433645	KO	WT	OK	45.7617	53.9539	1.19849	0.1621	0.504343	no	433645	FALSE
XLOC_003476	XLOC_003476	PF3D7_1141300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:1659069-1662359	KO	WT	OK	19.4575	22.94	1.18015	0.1762	0.522658	no	375981	FALSE
XLOC_005037	XLOC_005037	PF3D7_1447800		"calponin homology domain-containing protein, putative"	No	Pf3D7_14_v3:1947245-1953206	KO	WT	OK	13.5338	15.9465	1.20539	0.1611	0.503592	no	1344690	FALSE
XLOC_000798	XLOC_000798	PF3D7_0405300	LISP2	"liver specific protein 2, putative"	No	Pf3D7_04_v3:282402-288297	KO	WT	OK	8.93477	10.523	1.16757	0.17635	0.522658	no	288297	FALSE
XLOC_000183	XLOC_000183	PF3D7_0207100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_02_v3:281906-287345	KO	WT	OK	16.1884	19.0641	1.20278	0.15955	0.501699	no	281907	FALSE
XLOC_001868	XLOC_001868	PF3D7_0726700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:1143302-1143815	KO	WT	OK	123.906	145.91	1.00462	0.24	0.606034	no	301392	FALSE
XLOC_002246	XLOC_002246	PF3D7_0903800	CCp4	LCCL domain-containing protein	No	Pf3D7_09_v3:179186-183991	KO	WT	OK	1.54009	1.81353	0.629999	0.4612	0.793467	no	179187	FALSE
XLOC_003671	XLOC_003671	PF3D7_1231000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1271139-1274855	KO	WT	OK	16.5103	19.4369	1.14594	0.1868	0.537282	no	1000354	FALSE
XLOC_000270	XLOC_000270	PF3D7_0200400		stevor	No	Pf3D7_02_v3:38286-39303	KO	WT	OK	1.43956	1.69465	0.287675	0.73065	0.918303	no	39303	TRUE
XLOC_001710	XLOC_001710	PF3D7_0728600		"zinc finger, C3HC4 type, putative"	No	Pf3D7_07_v3:1218425-1225473	KO	WT	OK	19.2185	22.6235	1.20704	0.1606	0.50262	no	226781	FALSE
XLOC_002479	XLOC_002479	PF3D7_0908700		"tRNA pseudouridine synthase, putative"	No	Pf3D7_09_v3:401494-403394	KO	WT	OK	29.2112	34.385	0.915594	0.28755	0.654038	no	403394	FALSE
XLOC_001010	XLOC_001010	PF3D7_0523600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:978664-979870	KO	WT	OK	73.1904	86.1096	0.974868	0.25835	0.624532	no	364892	FALSE
XLOC_004553	XLOC_004553	PF3D7_1320300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:838847-840965	KO	WT	OK	19.4527	22.8859	1.10101	0.20215	0.559438	no	840965	FALSE
XLOC_005472	XLOC_005472	PF3D7_1449600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2035115-2036630	KO	WT	OK	5.49105	6.45954	0.626494	0.46985	0.798689	no	1255306	FALSE
XLOC_004179	XLOC_004179	PF3D7_1322200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:931313-943825	KO	WT	OK	34.8016	40.9275	1.2008	0.1627	0.505617	no	931314	FALSE
XLOC_001152	XLOC_001152	PF3D7_0517200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_05_v3:720742-722641	KO	WT	OK	37.5269	44.1238	1.17041	0.17595	0.522658	no	620916	FALSE
XLOC_004089	XLOC_004089	PF3D7_1305000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:247311-251751	KO	WT	OK	24.2759	28.5359	1.19143	0.16775	0.514091	no	247312	FALSE
XLOC_005054	XLOC_005054	PF3D7_1452000	RON2	rhoptry neck protein 2	No	Pf3D7_14_v3:2134297-2140867	KO	WT	OK	8.38059	9.85106	1.15707	0.18005	0.528312	no	1157638	FALSE
XLOC_004545	XLOC_004545	PF3D7_1318400	SMC2	"structural maintenance of chromosomes protein 2, putative"	No	Pf3D7_13_v3:760325-764139	KO	WT	OK	20.6028	24.2158	1.18019	0.1729	0.519404	no	764139	FALSE
XLOC_004890	XLOC_004890	PF3D7_1418200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:775459-776311	KO	WT	OK	108.554	127.572	0.931233	0.2776	0.644031	no	775460	FALSE
XLOC_001471	XLOC_001471	PF3D7_0614000		"thiamin-phosphate pyrophosphorylase, putative"	No	Pf3D7_06_v3:587018-588635	KO	WT	OK	39.5575	46.4857	1.1542	0.1816	0.530516	no	588635	FALSE
XLOC_001132	XLOC_001132	PF3D7_0513800	RAB1a	ras-related protein Rab-1A	No	Pf3D7_05_v3:585356-585980	KO	WT	OK	146.882	172.589	1.13751	0.1856	0.53601	no	585980	FALSE
XLOC_001948	XLOC_001948	PF3D7_0811200	EMC1	"ER membrane protein complex subunit 1, putative"	No	Pf3D7_08_v3:560743-564276	KO	WT	OK	19.2334	22.5939	1.16167	0.1818	0.530516	no	560744	FALSE
XLOC_004239	XLOC_004239	PF3D7_1333900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1385057-1389143	KO	WT	OK	5.89057	6.91849	0.956802	0.25785	0.62446	no	1385058	FALSE
XLOC_000813	XLOC_000813	PF3D7_0408400		"conserved Plasmodium protein, unknown function"	No	Pf3D7_04_v3:406232-407909	KO	WT	OK	21.991	25.8278	0.993194	0.25055	0.616337	no	407909	FALSE
XLOC_004490	XLOC_004490	PF3D7_1307600	rpoA	"DNA-directed RNA polymerase alpha chain, putative"	No	Pf3D7_13_v3:339926-341888	KO	WT	OK	111.55	131.007	1.1837	0.165	0.509782	no	341888	FALSE
XLOC_003235	XLOC_003235	PF3D7_1143200		"DnaJ protein, putative"	No	Pf3D7_11_v3:1729792-1730899	KO	WT	OK	17.2761	20.2866	0.757591	0.3859	0.736432	no	308547	FALSE
XLOC_002464	XLOC_002464	PF3D7_0906400		"dynein light intermediate chain 2, cytosolic"	No	Pf3D7_09_v3:312473-314987	KO	WT	OK	10.2446	12.0257	0.967554	0.254	0.619657	no	314987	FALSE
XLOC_001426	XLOC_001426	PF3D7_0605500		"cyclin dependent kinase binding protein, putative"	No	Pf3D7_06_v3:225345-227446	KO	WT	OK	6.97244	8.17967	0.735868	0.4008	0.749524	no	227446	FALSE
XLOC_002967	XLOC_002967	PF3D7_1028800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:1183486-1183995	KO	WT	OK	372.187	436.396	0.904917	0.2938	0.658663	no	503661	FALSE
XLOC_000352	XLOC_000352	PF3D7_0215000	ACS9	acyl-CoA synthetase	No	Pf3D7_02_v3:616771-619429	KO	WT	OK	143.928	168.741	1.17823	0.16915	0.516779	no	327673	FALSE
XLOC_001442	XLOC_001442	PF3D7_0608400		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:349945-350515	KO	WT	OK	506.933	594.318	0.854835	0.31975	0.683102	no	350515	FALSE
XLOC_000695	XLOC_000695	PF3D7_0413500	PGM2	phosphoglucomutase-2	No	Pf3D7_04_v3:615355-616243	KO	WT	OK	20.0292	23.4755	0.756645	0.3829	0.734941	no	585134	FALSE
XLOC_005109	XLOC_005109	PF3D7_1462200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2523918-2524140	KO	WT	OK	1405.33	1647.11	0.57892	0.5007	0.817209	no	768017	FALSE
XLOC_002120	XLOC_002120	PF3D7_0809900	JmjC1	JmjC domain containing protein	No	Pf3D7_08_v3:508223-512428	KO	WT	OK	43.8767	51.4251	1.17123	0.17245	0.519404	no	512428	FALSE
XLOC_003437	XLOC_003437	PF3D7_1133600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:1298473-1300600	KO	WT	OK	5.75692	6.7449	0.726048	0.40185	0.750354	no	737740	FALSE
XLOC_003692	XLOC_003692	PF3D7_1235600	SHMT	serine hydroxymethyltransferase	No	Pf3D7_12_v3:1484305-1485911	KO	WT	OK	156.178	182.88	1.16335	0.172	0.519404	no	787188	FALSE
XLOC_000206	XLOC_000206	PF3D7_0212300		"peptide chain release factor subunit 1, putative"	No	Pf3D7_02_v3:492615-494306	KO	WT	OK	387.639	453.911	1.17031	0.16755	0.513775	no	454486	FALSE
XLOC_004308	XLOC_004308	PF3D7_1349300	TKL3	tyrosine kinase-like protein	No	Pf3D7_13_v3:1977268-1982692	KO	WT	OK	23.2042	27.1706	1.16762	0.1783	0.526084	no	947967	FALSE
XLOC_002666	XLOC_002666	PF3D7_1012700	NIF4	"NLI interacting factor-like phosphatase, putative"	No	Pf3D7_10_v3:487251-491828	KO	WT	OK	16.5989	19.4326	1.14612	0.18125	0.530076	no	487252	FALSE
XLOC_003245	XLOC_003245	PF3D7_1145700		"bicoid-interacting protein BIN3, putative"	No	Pf3D7_11_v3:1813418-1814573	KO	WT	OK	6.98631	8.17777	0.583176	0.50175	0.817659	no	224921	FALSE
XLOC_004184	XLOC_004184	PF3D7_1323300		"acetyltransferase, GNAT family, putative"	No	Pf3D7_13_v3:970277-971336	KO	WT	OK	17.348	20.3034	0.777468	0.37225	0.726578	no	970278	FALSE
XLOC_004899	XLOC_004899	PF3D7_1420300	HEP1	DNL-type zinc finger protein	No	Pf3D7_14_v3:843710-844619	KO	WT	OK	35.4374	41.4677	0.921857	0.27825	0.644031	no	843711	FALSE
XLOC_000389	XLOC_000389	PF3D7_0222100	MC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein	No	Pf3D7_02_v3:878467-879251	KO	WT	OK	37.8502	44.2871	0.802798	0.3574	0.715474	no	67851	TRUE
XLOC_003973	XLOC_003973	PF3D7_1232800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1350644-1351283	KO	WT	OK	70.9071	82.9501	0.649976	0.44675	0.785933	no	920211	FALSE
XLOC_005465	XLOC_005465	PF3D7_1448400	HRD3	"ubiquitin-protein ligase, putative"	No	Pf3D7_14_v3:1980318-1983107	KO	WT	OK	63.0021	73.6975	1.15872	0.17485	0.522144	no	1308829	FALSE
XLOC_005492	XLOC_005492	PF3D7_1453600		"RAP protein, putative"	No	Pf3D7_14_v3:2199370-2204708	KO	WT	OK	7.09966	8.30416	1.05827	0.22095	0.578763	no	1087228	FALSE
XLOC_000788	XLOC_000788	PF3D7_0404100	ApiAP2	"transcription factor with AP2 domain(s), putative"	No	Pf3D7_04_v3:224778-231733	KO	WT	OK	1.42661	1.66852	0.691321	0.4273	0.768503	no	231733	FALSE
XLOC_004598	XLOC_004598	PF3D7_1329300	CAF2	"chromatin assembly factor 1 subunit, putative"	No	Pf3D7_13_v3:1239485-1241234	KO	WT	OK	62.0424	72.5546	1.15401	0.17955	0.528159	no	1241234	FALSE
XLOC_000557	XLOC_000557	PF3D7_0306000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:286905-287319	KO	WT	OK	172.324	201.497	0.853249	0.32635	0.687628	no	287319	FALSE
XLOC_000507	XLOC_000507	PF3D7_0323100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:971165-975794	KO	WT	OK	37.7761	44.1676	1.15139	0.1741	0.521809	no	96805	FALSE
XLOC_000807	XLOC_000807	PF3D7_0407200	PTH2	"peptidyl-tRNA hydrolase 2, putative"	No	Pf3D7_04_v3:363598-364933	KO	WT	OK	254.784	297.868	1.13434	0.18605	0.536431	no	364933	FALSE
XLOC_003743	XLOC_003743	PF3D7_1245400		"mitochondrial ribosomal protein L3 precursor, putative"	No	Pf3D7_12_v3:1894941-1895967	KO	WT	OK	65.5342	76.6124	1.10598	0.2039	0.560895	no	376552	FALSE
XLOC_001142	XLOC_001142	PF3D7_0515700	GAP40	"glideosome-associated protein 40, putative"	No	Pf3D7_05_v3:653965-655336	KO	WT	OK	230.047	268.929	1.15186	0.1796	0.528159	no	655336	FALSE
XLOC_002534	XLOC_002534	PF3D7_0921000		"ubiquitin-conjugating enzyme, putative"	No	Pf3D7_09_v3:857586-858829	KO	WT	OK	589.68	689.225	1.13651	0.1828	0.532841	no	682906	FALSE
XLOC_001513	XLOC_001513	PF3D7_0622100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:898340-902363	KO	WT	OK	4.93422	5.76466	0.875479	0.3039	0.668491	no	515879	FALSE
XLOC_000583	XLOC_000583	PF3D7_0312400	GSK3	glycogen synthase kinase 3	No	Pf3D7_03_v3:524153-526439	KO	WT	OK	339.034	396.067	1.15187	0.17585	0.522658	no	526439	FALSE
XLOC_005245	XLOC_005245	PF3D7_1403700	TRAM	"translocation associated membrane protein, putative"	No	Pf3D7_14_v3:133736-135073	KO	WT	OK	52.7218	61.5805	1.07888	0.2097	0.566453	no	135073	FALSE
XLOC_004248	XLOC_004248	PF3D7_1336300		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_13_v3:1476332-1477307	KO	WT	OK	6.29607	7.35303	0.502676	0.56035	0.851903	no	1448903	FALSE
XLOC_003011	XLOC_003011	PF3D7_1038500		"Plasmodium exported protein, unknown function"	No	Pf3D7_10_v3:1548454-1549731	KO	WT	OK	7.74038	9.03947	0.587082	0.49775	0.816074	no	137925	FALSE
XLOC_000935	XLOC_000935	PF3D7_0508400		"transcription factor IIb, putative"	No	Pf3D7_05_v3:344930-346744	KO	WT	OK	9.08354	10.608	0.617345	0.47115	0.79945	no	344931	FALSE
XLOC_003675	XLOC_003675	PF3D7_1231900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1321979-1325240	KO	WT	OK	15.235	17.7868	1.08882	0.2095	0.566453	no	949514	FALSE
XLOC_003438	XLOC_003438	PF3D7_1134100	PDI-11	protein disulfide isomerase	No	Pf3D7_11_v3:1323042-1324314	KO	WT	OK	61.8495	72.1792	1.11601	0.19985	0.556291	no	714026	FALSE
XLOC_004897	XLOC_004897	PF3D7_1419300	GST	glutathione S-transferase	No	Pf3D7_14_v3:802716-803481	KO	WT	OK	143.23	167.065	1.08766	0.2099	0.566453	no	802717	FALSE
XLOC_002580	XLOC_002580	PF3D7_0931800		"proteasome subunit beta type-6, putative"	No	Pf3D7_09_v3:1273081-1273930	KO	WT	OK	216.198	252.118	1.13677	0.18685	0.537282	no	267805	FALSE
XLOC_000549	XLOC_000549	PF3D7_0304900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:231792-232305	KO	WT	OK	193.192	225.286	1.05025	0.2227	0.582067	no	232305	FALSE
XLOC_004114	XLOC_004114	PF3D7_1310100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:450397-453415	KO	WT	OK	10.448	12.1808	0.988898	0.24965	0.615386	no	450398	FALSE
XLOC_001307	XLOC_001307	PF3D7_0616200	NDC80	"kinetochore protein NDC80, putative"	No	Pf3D7_06_v3:674117-676375	KO	WT	OK	58.3764	68.0581	1.13105	0.19055	0.545265	no	674118	FALSE
XLOC_000472	XLOC_000472	PF3D7_0316500	NUF2	"kinetochore protein NUF2, putative"	No	Pf3D7_03_v3:667005-668391	KO	WT	OK	42.3196	49.3329	1.07946	0.20865	0.566453	no	400965	FALSE
XLOC_004637	XLOC_004637	PF3D7_1337500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1509588-1519593	KO	WT	OK	44.7044	52.1098	1.1371	0.18075	0.528905	no	1405643	FALSE
XLOC_005186	XLOC_005186	PF3D7_1476100	ETRAMP14.2	early transcribed membrane protein 14.2	No	Pf3D7_14_v3:3131103-3131637	KO	WT	OK	15.8018	18.4164	0.462389	0.59775	0.867865	no	160832	FALSE
XLOC_005270	XLOC_005270	PF3D7_1409700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:377284-380182	KO	WT	OK	9.04853	10.5421	0.887875	0.3008	0.666808	no	380182	FALSE
XLOC_004331	XLOC_004331	PF3D7_1353500	TFB4	"RNA polymerase II transcription factor B subunit 4, putative"	No	Pf3D7_13_v3:2144124-2145105	KO	WT	OK	32.2936	37.6167	0.905565	0.28635	0.653171	no	781111	FALSE
XLOC_000167	XLOC_000167	PF3D7_0203300	ERCC1	"ERCC1 nucleotide excision repair protein, putative"	No	Pf3D7_02_v3:160513-161242	KO	WT	OK	84.5388	98.4697	1.0298	0.2316	0.595912	no	160514	FALSE
