geneID,name,tsGenLoc,description,loc,dist2Telo,family,H3K9me3_Salcedo-Amaya_Asex,HP1_Flueck_Asex,H3K9me3.RPKM.Troph.Bunnik,H3K9me3.RPKM.Gam.Bunnik,H3K9me3_Bunnik_Asex,H3K9me3_Bunnik_GC,HP1.RPKM.Schizonts.Fraschka,HP1.RPKM.eGC.Fraschka,HP1.RPKM.lGC.Fraschka,HP1.GeneCluster.Fraschka,HP1_Fraschka_Asex,HP1_Fraschka_eGC,HP1_Fraschka_lGC,H3K9.GamAsex.log2Ratio,HP1.GamAsex.log2Ratio,Repressed_in_GC,Derepressed_in_GC
PF3D7_0719800,PF3D7_0719800 protein,Pf3D7_07_v3: 863452 - 864813 (-),"conserved Plasmodium protein, unknown function",exported,580394,other,0,0,0.1,0.1,0,0,0.23,0.45,0.5,10,0,0,0,0,1.120294234,0,0
PF3D7_0720200,PF3D7_0720200 protein,Pf3D7_07_v3: 879454 - 879946 (+),"conserved Plasmodium protein, unknown function",0,565753,other,0,0,1.3,0.1,0,0,0.35,0.46,0.49,12,0,0,0,-3.700439718,0.485426827,0,0
PF3D7_0720300,PF3D7_0720300 protein,Pf3D7_07_v3: 880465 - 880863 (-),"conserved Plasmodium protein, unknown function",0,564344,other,0,0,0.1,0.1,0,0,0.33,0.47,0.59,12,0,0,0,0,0.83824893,0,0
PF3D7_0720500,PF3D7_0720500 protein,Pf3D7_07_v3: 886346 - 887487 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,558861,other,0,0,0.1,3,0,0,0.3,0.45,0.49,10,0,0,0,4.906890596,0.707819249,0,0
PF3D7_0720600,PF3D7_0720600 protein,Pf3D7_07_v3: 887816 - 889378 (-),"conserved Plasmodium protein, unknown function",0,555829,other,0,0,0.1,0.1,0,0,0.26,0.39,0.44,10,0,0,0,0,0.7589919,0,0
PF3D7_0720900,PF3D7_0720900 protein,Pf3D7_07_v3: 901549 - 902787 (+),"conserved Plasmodium protein, unknown function",0,543658,other,0,0,0.1,4,0,0,0.33,0.37,0.47,10,0,0,0,5.321928095,0.510194732,0,0
PF3D7_0721100,PF3D7_0721100 protein,Pf3D7_07_v3: 916434 - 917168 (+),"conserved Plasmodium protein, unknown function",exported,528773,other,0,0,0.1,0.1,0,0,0.34,0.57,0.47,12,0,0,0,0,0.46712601,0,0
PF3D7_0721200,PF3D7_0721200 protein,Pf3D7_07_v3: 917958 - 920816 (-),"conserved Plasmodium protein, unknown function",0,524391,other,0,0,0.1,0.1,0,0,0.32,0.44,0.43,10,0,0,0,0,0.426264755,0,0
PF3D7_0721400,PF3D7_0721400 protein,Pf3D7_07_v3: 926692 - 928028 (+),"conserved Plasmodium protein, unknown function",0,518515,other,0,0,0.1,0.1,0,0,0.32,0.4,0.49,10,0,0,0,0,0.614709844,0,0
PF3D7_0721800,PF3D7_0721800 protein,Pf3D7_07_v3: 938279 - 938895 (+),"conserved Plasmodium protein, unknown function",0,506928,other,0,0,2.9,0.1,0,0,0.34,0.44,0.43,10,0,0,0,-4.857980995,0.338801913,0,0
PF3D7_0722000,PF3D7_0722000 protein,Pf3D7_07_v3: 941776 - 942513 (+),"conserved Plasmodium protein, unknown function",0,503431,other,0,0,0.1,0.1,0,0,0.5,0.5,0.46,12,0,0,0,0,-0.120294234,0,0
PF3D7_0722700,PF3D7_0722700 protein,Pf3D7_07_v3: 962031 - 962447 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,483176,other,0,0,0.1,0.1,0,0,0.27,0.46,0.45,10,0,0,0,0,0.736965594,0,0
PF3D7_0722800,PF3D7_0722800 protein,Pf3D7_07_v3: 963370 - 965109 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,481837,other,0,0,0.1,0.1,0,0,0.45,0.57,0.56,11,0,0,0,0,0.315501826,0,0
PF3D7_0722900,PF3D7_0722900 protein,Pf3D7_07_v3: 965664 - 967782 (-),"conserved Plasmodium protein, unknown function",0,477425,other,0,0,0.1,0.1,0,0,0.33,0.49,0.53,12,0,0,0,0,0.683526335,0,0
PF3D7_0723100,PF3D7_0723100 protein,Pf3D7_07_v3: 970492 - 971877 (-),"conserved Plasmodium protein, unknown function",0,473330,other,0,0,0.1,4.7,0,0,0.42,0.59,0.53,11,0,0,0,5.554588852,0.335603032,0,0
PF3D7_0723200,PF3D7_0723200 protein,Pf3D7_07_v3: 972658 - 974272 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,472549,other,0,0,0.1,0.1,0,0,0.36,0.54,0.52,12,0,0,0,0,0.530514717,0,0
PF3D7_0723300,PF3D7_0723300 protein,Pf3D7_07_v3: 975766 - 978408 (+),"conserved Plasmodium protein, unknown function",0,469441,other,0,0,0.1,0.1,0,0,0.42,0.59,0.53,11,0,0,0,0,0.335603032,0,0
PF3D7_0723400,PF3D7_0723400 protein,Pf3D7_07_v3: 978920 - 983188 (-),"conserved Plasmodium protein, unknown function",0,462019,other,0,0,0.1,0.1,0,0,0.33,0.46,0.49,12,0,0,0,0,0.570315725,0,0
PF3D7_0723600,PF3D7_0723600 protein,Pf3D7_07_v3: 986598 - 987365 (+),"conserved Plasmodium protein, unknown function",0,458609,other,0,0,3.4,0.1,0,0,0.28,0.52,0.39,12,0,0,0,-5.087462841,0.478047297,0,0
PF3D7_0723800,PF3D7_0723800 protein,Pf3D7_07_v3: 993232 - 1000233 (+),"conserved Plasmodium protein, unknown function",0,451975,other,0,0,0.1,0.1,0,0,0.36,0.55,0.59,11,0,0,0,0,0.712718048,0,0
PF3D7_0723900,PF3D7_0723900 protein,Pf3D7_07_v3: 1000701 - 1004746 (-),"conserved Plasmodium protein, unknown function",0,440461,other,0,0,0.1,0.1,0,0,0.38,0.41,0.52,10,0,0,0,0,0.452512205,0,0
PF3D7_0724100,PF3D7_0724100 protein,Pf3D7_07_v3: 1013295 - 1016449 (-),"conserved Plasmodium protein, unknown function",0,428758,other,0,0,0.1,0.1,0,0,0.35,0.6,0.6,11,0,0,0,0,0.777607579,0,0
PF3D7_0724500,PF3D7_0724500 protein,Pf3D7_07_v3: 1024672 - 1026167 (+),"conserved Plasmodium protein, unknown function",0,420535,other,0,0,0.1,9.1,0,0,0.33,0.43,0.43,10,0,0,0,6.50779464,0.381870635,0,0
PF3D7_0724700,PF3D7_0724700 protein,Pf3D7_07_v3: 1034969 - 1046109 (-),"conserved Plasmodium protein, unknown function",0,399098,other,0,0,0.1,0.1,0,0,0.23,0.58,0.55,12,0,0,0,0,1.257797757,0,0
PF3D7_0725300,PF3D7_0725300 protein,Pf3D7_07_v3: 1072202 - 1074754 (-),"conserved Plasmodium protein, unknown function",0,370453,other,0,0,0.1,0.1,0,0,0.31,0.46,0.44,10,0,0,0,0,0.505235308,0,0
PF3D7_0725400,PF3D7_0725400 protein,Pf3D7_07_v3: 1079015 - 1080055 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,366192,other,0,0,0.1,2.8,0,0,0.37,0.47,0.5,12,0,0,0,4.807354922,0.434402824,0,0
PF3D7_0726600,PF3D7_0726600 protein,Pf3D7_07_v3: 1140479 - 1142754 (+),"conserved Plasmodium protein, unknown function",0,304728,other,0,0,0.1,0.1,0,0,0.37,0.49,0.46,12,0,0,0,0,0.31410859,0,0
PF3D7_0726700,PF3D7_0726700 protein,Pf3D7_07_v3: 1143303 - 1143815 (-),"conserved Plasmodium protein, unknown function",exported,301392,other,0,0,0.1,0.1,0,0,0.4,0.5,0.43,12,0,0,0,0,0.10433666,0,0
PF3D7_0727100,PF3D7_0727100 protein,Pf3D7_07_v3: 1152155 - 1155355 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,289852,other,0,0,0.1,0.1,0,0,0.33,0.41,0.47,10,0,0,0,0,0.510194732,0,0
PF3D7_0727500,PF3D7_0727500 protein,Pf3D7_07_v3: 1164455 - 1166578 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,278629,other,0,0,0.1,0.1,0,0,0.29,0.46,0.48,10,0,0,0,0,0.726981506,0,0
PF3D7_0727600,PF3D7_0727600 protein,Pf3D7_07_v3: 1167441 - 1170817 (+),"conserved Plasmodium protein, unknown function",0,277766,other,0,0,0.1,6.7,0,0,0.34,0.39,0.48,10,0,0,0,6.06608919,0.497499659,0,0
PF3D7_0727700,PF3D7_0727700 protein,Pf3D7_07_v3: 1171286 - 1174156 (-),"conserved Plasmodium protein, unknown function",0,271051,other,0,0,0.1,0.1,0,0,0.33,0.47,0.48,12,0,0,0,0,0.540568381,0,0
PF3D7_0727900,PF3D7_0727900 protein,Pf3D7_07_v3: 1184401 - 1190172 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,260806,other,0,0,0.1,7.8,0,0,0.34,0.48,0.56,12,0,0,0,6.285402219,0.719892081,0,0
PF3D7_0728300,PF3D7_0728300 protein,Pf3D7_07_v3: 1213841 - 1214476 (-),"conserved Plasmodium protein, unknown function",0,230731,other,0,0,0.1,0.1,0,0,0.31,0.43,0.47,10,0,0,0,0,0.600392541,0,0
PF3D7_0728400,PF3D7_0728400.1 protein,Pf3D7_07_v3: 1215174 - 1215763 (+),"conserved Plasmodium protein, unknown function",0,230033,other,0,0,4.5,18.1,0,0,0.33,0.41,0.42,10,0,0,0,2.007992791,0.347923303,0,0
PF3D7_0728500,PF3D7_0728500 protein,Pf3D7_07_v3: 1216088 - 1217201 (-),"conserved Plasmodium protein, unknown function",0,228006,other,0,0,0.1,0.1,0,0,0.36,0.43,0.48,10,0,0,0,0,0.415037499,0,0
PF3D7_0728800,PF3D7_0728800 protein,Pf3D7_07_v3: 1230589 - 1232180 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,214618,other,0,0,0.1,0.1,0,0,0.34,0.4,0.54,10,0,0,0,0,0.667424661,0,0
PF3D7_0729100,PF3D7_0729100 protein,Pf3D7_07_v3: 1238446 - 1246188 (+),"conserved Plasmodium protein, unknown function",0,206761,other,0,0,0.1,0.1,0,0,0.37,0.39,0.59,10,0,0,0,0,0.673189684,0,0
PF3D7_0729600,PF3D7_0729600 protein,Pf3D7_07_v3: 1258787 - 1259730 (+),"conserved Plasmodium protein, unknown function",0,186420,other,0,0,2.1,0.1,0,0,0.34,0.49,0.44,12,0,0,0,-4.392317423,0.371968777,0,0
PF3D7_0729700,PF3D7_0729700 protein,Pf3D7_07_v3: 1260154 - 1262780 (-),"conserved Plasmodium protein, unknown function",0,182427,other,0,0,0.1,3.5,0,0,0.38,0.52,0.49,12,0,0,0,5.129283017,0.366782331,0,0
PF3D7_0730000,PF3D7_0730000 protein,Pf3D7_07_v3: 1281785 - 1282322 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,162885,other,0,0,0.1,0.1,0,0,0.34,0.39,0.4,10,0,0,0,0,0.234465254,0,0
PF3D7_0730400,PF3D7_0730400 protein,Pf3D7_07_v3: 1304347 - 1305096 (+),"conserved Plasmodium protein, unknown function",0,140860,other,0,0,0.1,0.1,0,0,0.35,0.44,0.47,10,0,0,0,0,0.425305835,0,0
PF3D7_0730500,PF3D7_0730500 protein,Pf3D7_07_v3: 1305894 - 1314215 (-),"conserved Plasmodium protein, unknown function",0,130992,other,0,0,0.1,0.1,0,0,0.37,0.61,0.59,11,0,0,0,0,0.673189684,0,0
PF3D7_0801600,PF3D7_0801600 protein,Pf3D7_08_v3: 109180 - 109557 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,109557,other,0,0,6.1,46.9,0,1,0.44,0.52,0.49,12,0,0,0,2.942706775,0.155278225,0,0
PF3D7_0801900,PF3D7_0801900 protein,Pf3D7_08_v3: 128849 - 142837 (+),"conserved Plasmodium protein, unknown function",0,128849,other,0,0,0.1,0.1,0,0,0.42,0.49,0.57,12,0,0,0,0,0.440572591,0,0
PF3D7_0802400,PF3D7_0802400 protein,Pf3D7_08_v3: 171865 - 174385 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,171865,other,0,0,0.1,0.1,0,0,0.38,0.57,0.47,12,0,0,0,0,0.306661338,0,0
PF3D7_0802700,PF3D7_0802700 protein,Pf3D7_08_v3: 188566 - 190316 (+),"conserved Plasmodium protein, unknown function",0,188566,other,0,0,0.1,0.1,0,0,0.35,0.51,0.48,12,0,0,0,0,0.455679484,0,0
PF3D7_0802900,PF3D7_0802900 protein,Pf3D7_08_v3: 195148 - 195678 (-),"conserved Plasmodium protein, unknown function",0,195678,other,0,0,2.9,33.4,0,0,0.33,0.33,0.42,10,0,0,0,3.525723297,0.347923303,0,0
PF3D7_0803600,PF3D7_0803600 protein,Pf3D7_08_v3: 223762 - 230209 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,223762,other,0,0,0.1,0.1,0,0,0.35,0.46,0.42,10,0,0,0,0,0.263034406,0,0
PF3D7_0804300,PF3D7_0804300 protein,Pf3D7_08_v3: 242103 - 244775 (+),"conserved Plasmodium protein, unknown function",0,242103,other,0,0,0.1,0.1,0,0,0.27,0.4,0.53,10,0,0,0,0,0.973032952,0,0
PF3D7_0804700,PF3D7_0804700 protein,Pf3D7_08_v3: 271417 - 277413 (-),"conserved Plasmodium protein, unknown function",0,277413,other,0,0,0.1,0.1,0,0,0.36,0.46,0.57,12,0,0,0,0,0.662965013,0,0
PF3D7_0805100,PF3D7_0805100 protein,Pf3D7_08_v3: 286959 - 288620 (+),"conserved Plasmodium protein, unknown function",0,286959,other,1,0,0.1,0.1,0,0,0.4,0.6,0.51,11,0,0,0,0,0.350497247,0,0
PF3D7_0805300,PF3D7_0805300 protein,Pf3D7_08_v3: 293113 - 296871 (-),"conserved Plasmodium protein, unknown function",0,296871,other,0,0,0.1,0.1,0,0,0.37,0.5,0.41,12,0,0,0,0,0.148098639,0,0
PF3D7_0805500,PF3D7_0805500 protein,Pf3D7_08_v3: 305295 - 308549 (-),"conserved Plasmodium protein, unknown function",0,308549,other,0,0,0.1,0.1,0,0,0.31,0.41,0.52,10,0,0,0,0,0.746243408,0,0
PF3D7_0805800,PF3D7_0805800 protein,Pf3D7_08_v3: 322367 - 323677 (-),"conserved Plasmodium protein, unknown function",0,323677,other,0,0,0.1,2.4,0,0,0.34,0.51,0.48,12,0,0,0,4.584962501,0.497499659,0,0
PF3D7_0806100,PF3D7_0806100 protein,Pf3D7_08_v3: 330651 - 332678 (+),"conserved Plasmodium protein, unknown function",0,330651,other,0,0,0.1,0.1,0,0,0.29,0.46,0.46,10,0,0,0,0,0.665580961,0,0
PF3D7_0806900,PF3D7_0806900 protein,Pf3D7_08_v3: 368607 - 369746 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,369746,other,0,0,0.1,0.1,0,0,0.4,0.56,0.49,12,0,0,0,0,0.292781749,0,0
PF3D7_0807400,PF3D7_0807400 protein,Pf3D7_08_v3: 384298 - 385797 (+),"conserved Plasmodium protein, unknown function",0,384298,other,0,0,0.1,0.1,0,0,0.28,0.4,0.43,10,0,0,0,0,0.618909833,0,0
PF3D7_0807600,PF3D7_0807600 protein,Pf3D7_08_v3: 389596 - 394259 (-),"conserved Plasmodium protein, unknown function",0,394259,other,0,0,0.1,0.1,0,0,0.3,0.45,0.42,10,0,0,0,0,0.485426827,0,0
PF3D7_0808000,PF3D7_0808000 protein,Pf3D7_08_v3: 404996 - 409084 (+),"conserved Plasmodium protein, unknown function",0,404996,other,0,0,0.1,0.1,0,0,0.44,0.41,0.47,10,0,0,0,0,0.095157233,0,0
PF3D7_0809400,PF3D7_0809400 protein,Pf3D7_08_v3: 475573 - 478125 (+),"conserved Plasmodium protein, unknown function",0,475573,other,0,0,0.1,0.1,0,0,0.36,0.43,0.5,10,0,0,0,0,0.473931188,0,0
PF3D7_0809800,PF3D7_0809800 protein,Pf3D7_08_v3: 502338 - 506698 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,506698,other,0,0,0.1,0.1,0,0,0.37,0.43,0.4,10,0,0,0,0,0.112474729,0,0
PF3D7_0810700,PF3D7_0810700 protein,Pf3D7_08_v3: 546163 - 547365 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,547365,other,0,0,0.9,17,0,0,0.35,0.35,0.44,10,0,0,0,4.239465935,0.330148602,0,0
PF3D7_0810900,PF3D7_0810900.1 protein,Pf3D7_08_v3: 551199 - 552428 (-),"conserved Plasmodium protein, unknown function",0,552428,other,0,0,0.1,0.1,0,0,0.35,0.45,0.49,10,0,0,0,0,0.485426827,0,0
PF3D7_0811600,PF3D7_0811600 protein,Pf3D7_08_v3: 582983 - 586953 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,586953,other,0,0,0.1,0.1,0,0,0.44,0.57,0.49,12,0,0,0,0,0.155278225,0,0
PF3D7_0811700,PF3D7_0811700 protein,Pf3D7_08_v3: 589821 - 593489 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,589821,other,0,0,0.1,0.2,0,0,0.36,0.53,0.44,12,0,0,0,1,0.289506617,0,0
PF3D7_0811800,PF3D7_0811800 protein,Pf3D7_08_v3: 593649 - 595412 (-),"conserved Plasmodium protein, unknown function",0,595412,other,0,0,0.1,8.5,0,0,0.37,0.47,0.45,10,0,0,0,6.409390936,0.282399731,0,0
PF3D7_0812000,PF3D7_0812000 protein,Pf3D7_08_v3: 600525 - 602247 (-),"conserved Plasmodium protein, unknown function",0,602247,other,0,0,0.1,8,0,0,0.3,0.46,0.48,10,0,0,0,6.321928095,0.678071905,0,0
PF3D7_0812100,PF3D7_0812100 protein,Pf3D7_08_v3: 604923 - 612878 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,604923,other,0,0,0.1,0.1,0,0,0.41,0.46,0.54,12,0,0,0,0,0.397335498,0,0
PF3D7_0812800,PF3D7_0812800 protein,Pf3D7_08_v3: 635537 - 635755 (-),"conserved Plasmodium protein, unknown function",0,635755,other,0,0,3,0.1,0,0,0.36,0.44,0.36,10,0,0,0,-4.906890596,0,0,0
PF3D7_0813000,PF3D7_0813000 protein,Pf3D7_08_v3: 643086 - 644885 (-),"conserved Plasmodium protein, unknown function",0,644885,other,0,0,0.1,0.1,0,0,0.43,0.57,0.5,12,0,0,0,0,0.217591435,0,0
PF3D7_0813100,PF3D7_0813100 protein,Pf3D7_08_v3: 647316 - 649304 (-),"conserved Plasmodium protein, unknown function",0,649304,other,0,0,0.1,0.1,0,0,0.43,0.56,0.51,12,0,0,0,0,0.246160587,0,0
PF3D7_0813300,PF3D7_0813300 protein,Pf3D7_08_v3: 656078 - 657630 (+),"conserved Plasmodium protein, unknown function",0,656078,other,0,0,0.1,0.1,0,0,0.31,0.41,0.45,10,0,0,0,0,0.537656786,0,0
PF3D7_0813400,PF3D7_0813400 protein,Pf3D7_08_v3: 658493 - 662095 (-),"conserved Plasmodium protein, unknown function",0,662095,other,0,0,0.1,0.1,0,0,0.45,0.49,0.57,12,0,0,0,0,0.341036918,0,0
PF3D7_0813500,PF3D7_0813500 protein,Pf3D7_08_v3: 665548 - 667095 (-),"conserved Plasmodium protein, unknown function",0,667095,other,0,0,0.1,0.1,0,0,0.36,0.42,0.51,10,0,0,0,0,0.502500341,0,0
PF3D7_0814100,PF3D7_0814100 protein,Pf3D7_08_v3: 682518 - 683572 (-),"conserved Plasmodium protein, unknown function",0,683572,other,0,0,0.1,5.4,0,0,0.24,0.32,0.49,10,0,0,0,5.754887502,1.029747343,0,0
PF3D7_0814500,PF3D7_0814500 protein,Pf3D7_08_v3: 700376 - 702652 (+),"conserved Plasmodium protein, unknown function",0,700376,other,0,0,0.1,0.1,0,0,0.36,0.42,0.5,10,0,0,0,0,0.473931188,0,0
PF3D7_0814600,PF3D7_0814600 protein,Pf3D7_08_v3: 703502 - 704683 (-),"conserved Plasmodium protein, unknown function",0,704683,other,0,0,0.1,0.1,0,0,0.5,0.57,0.57,11,0,0,0,0,0.189033824,0,0
PF3D7_0814700,PF3D7_0814700 protein,Pf3D7_08_v3: 706076 - 706996 (+),"conserved Plasmodium protein, unknown function",0,706076,other,0,0,0.1,0.1,0,0,0.38,0.55,0.53,12,0,0,0,0,0.479992941,0,0
PF3D7_0815400,PF3D7_0815400 protein,Pf3D7_08_v3: 725781 - 726502 (-),"conserved Plasmodium protein, unknown function",0,726502,other,0,0,0.1,0.1,0,0,0.34,0.51,0.42,12,0,0,0,0,0.304854582,0,0
PF3D7_0815500,PF3D7_0815500 protein,Pf3D7_08_v3: 727662 - 729728 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,727662,other,0,0,0.1,1.8,0,0,0.28,0.65,0.57,11,0,0,0,4.169925001,1.025535092,0,0
PF3D7_0816300,PF3D7_0816300 protein,Pf3D7_08_v3: 751942 - 756173 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,716632,other,0,0,0.1,0.1,0,0,0.34,0.51,0.5,12,0,0,0,0,0.556393349,0,0
PF3D7_0816400,PF3D7_0816400 protein,Pf3D7_08_v3: 757224 - 758207 (+),"conserved Plasmodium protein, unknown function",0,715581,other,0,0,0.1,0.1,0,0,0.35,0.53,0.49,12,0,0,0,0,0.485426827,0,0
PF3D7_0817200,PF3D7_0817200 protein,Pf3D7_08_v3: 777257 - 779647 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,693158,other,0,0,0.1,0.1,0,0,0.37,0.31,0.47,10,0,0,0,0,0.345135486,0,0
PF3D7_0817600,PF3D7_0817600 protein,Pf3D7_08_v3: 800920 - 804034 (-),"conserved Plasmodium protein, unknown function",0,668771,other,0,0,0.1,0.1,0,0,0.32,0.55,0.49,12,0,0,0,0,0.614709844,0,0
PF3D7_0817800,PF3D7_0817800 protein,Pf3D7_08_v3: 815150 - 815451 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,657655,other,0,0,10.2,0.1,0,0,0.34,0.52,0.4,12,0,0,0,-6.672425342,0.234465254,0,0
PF3D7_0819000,PF3D7_0819000 protein,Pf3D7_08_v3: 863505 - 868137 (-),"conserved Plasmodium protein, unknown function",nucleus,604668,other,0,0,0.1,0.1,0,0,0.37,0.44,0.47,10,0,0,0,0,0.345135486,0,0
PF3D7_0819300,PF3D7_0819300 protein,Pf3D7_08_v3: 874367 - 877498 (+),"conserved Plasmodium protein, unknown function",0,598438,other,0,0,0.1,20.7,0,0,0.46,0.54,0.51,12,0,0,0,7.693486957,0.148863386,0,0
PF3D7_0819600,PF3D7_0819600 protein,Pf3D7_08_v3: 885198 - 886136 (-),"conserved Plasmodium protein, unknown function",0,586669,other,0,0,0.1,0.1,0,0,0.28,0.39,0.52,10,0,0,0,0,0.893084796,0,0
PF3D7_0819700,PF3D7_0819700 protein,Pf3D7_08_v3: 888126 - 890471 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,582334,other,0,0,0.1,3.5,0,0,0.29,0.44,0.45,10,0,0,0,5.129283017,0.633872101,0,0
PF3D7_0819800,PF3D7_0819800 protein,Pf3D7_08_v3: 891658 - 898502 (-),"conserved Plasmodium protein, unknown function",0,574303,other,0,0,0.1,4.6,0,0,0.38,0.5,0.48,12,0,0,0,5.523561956,0.337034987,0,0
PF3D7_0820100,PF3D7_0820100 protein,Pf3D7_08_v3: 909207 - 910716 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,562089,other,0,0,0.5,0.1,0,0,0.32,0.45,0.45,10,0,0,0,-2.321928095,0.491853096,0,0
PF3D7_0820300,PF3D7_0820300 protein,Pf3D7_08_v3: 919055 - 920896 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,553750,other,0,0,0.1,0.1,0,0,0.39,0.37,0.52,10,0,0,0,0,0.415037499,0,0
PF3D7_0820400,PF3D7_0820400 protein,Pf3D7_08_v3: 922208 - 923932 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,550597,other,0,0,0.1,9.7,0,0,0.33,0.42,0.46,10,0,0,0,6.599912842,0.479167837,0,0
PF3D7_0820800,PF3D7_0820800 protein,Pf3D7_08_v3: 936426 - 938876 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,533929,other,0,0,0.1,5.2,0,0,0.32,0.45,0.49,10,0,0,0,5.700439718,0.614709844,0,0
PF3D7_0820900,PF3D7_0820900 protein,Pf3D7_08_v3: 939583 - 944645 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,528160,other,0,0,0.1,0.1,0,0,0.31,0.34,0.49,10,0,0,0,0,0.660513534,0,0
PF3D7_0821000,PF3D7_0821000 protein,Pf3D7_08_v3: 948745 - 950899 (+),"conserved Plasmodium protein, unknown function",secretoryPathway,524060,other,0,0,0.1,0.1,0,0,0.34,0.57,0.67,11,0,0,0,0,0.978626349,0,0
PF3D7_0821200,PF3D7_0821200 protein,Pf3D7_08_v3: 957498 - 958073 (+),"conserved Plasmodium protein, unknown function",0,515307,other,0,0,0.1,0.1,0,0,0.35,0.49,0.46,12,0,0,0,0,0.394278939,0,0
PF3D7_0821400,PF3D7_0821400 protein,Pf3D7_08_v3: 965822 - 966657 (+),"conserved Plasmodium protein, unknown function",0,506983,other,0,0,0.1,1.8,0,0,0.33,0.37,0.49,10,0,0,0,4.169925001,0.570315725,0,0
PF3D7_0821900,PF3D7_0821900 protein,Pf3D7_08_v3: 977432 - 978188 (-),"conserved Plasmodium protein, unknown function",0,494617,other,0,0,0.1,0.1,0,0,0.33,0.53,0.41,12,0,0,0,0,0.313157885,0,0
PF3D7_0822400,PF3D7_0822400 protein,Pf3D7_08_v3: 990250 - 992608 (+),"conserved Plasmodium protein, unknown function",0,482555,other,0,0,0.1,0.1,0,0,0.38,0.48,0.42,10,0,0,0,0,0.144389909,0,0
PF3D7_0822700,PF3D7_0822700 protein,Pf3D7_08_v3: 1000981 - 1003755 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,469050,other,0,0,0.1,0.1,0,0,0.34,0.52,0.42,12,0,0,0,0,0.304854582,0,0
PF3D7_0822900,PF3D7_0822900 protein,Pf3D7_08_v3: 1007777 - 1011307 (-),"conserved Plasmodium protein, unknown function",0,461498,other,0,0,0.1,0.1,0,0,0.39,0.62,0.52,11,0,0,0,0,0.415037499,0,0
PF3D7_0823700,PF3D7_0823700 protein,Pf3D7_08_v3: 1041832 - 1042327 (-),"conserved Plasmodium protein, unknown function",secretoryPathway,430478,other,0,0,13.3,11.1,0,0,0.23,0.35,0.39,10,0,0,0,-0.260866569,0.761840263,0,0
PF3D7_0824000,PF3D7_0824000 protein,Pf3D7_08_v3: 1049282 - 1051705 (-),"conserved Plasmodium protein, unknown function",0,421100,other,0,0,0.1,0.1,0,0,0.46,0.55,0.58,11,0,0,0,0,0.334419039,0,0
PF3D7_0824200,PF3D7_0824200 protein,Pf3D7_08_v3: 1055135 - 1059003 (+),"conserved Plasmodium protein, unknown function",0,417670,other,0,0,0.1,0.1,0,0,0.39,0.52,0.49,12,0,0,0,0,0.329307625,0,0
PF3D7_0824500,PF3D7_0824500 protein,Pf3D7_08_v3: 1066154 - 1067472 (+),"conserved Plasmodium protein, unknown function",0,406651,other,0,0,0.1,0.1,0,0,0.37,0.4,0.42,10,0,0,0,0,0.182864057,0,0
PF3D7_0824900,PF3D7_0824900 protein,Pf3D7_08_v3: 1080055 - 1082991 (-),"conserved Plasmodium protein, unknown function",0,389814,other,0,0,0.1,17,0,0,0.35,0.39,0.45,10,0,0,0,7.409390936,0.362570079,0,0
PF3D7_0825000,PF3D7_0825000 protein,Pf3D7_08_v3: 1086048 - 1091248 (+),"conserved Plasmodium protein, unknown function",0,386757,other,0,0,0.1,0.1,0,0,0.4,0.5,0.55,12,0,0,0,0,0.459431619,0,0
PF3D7_0825100,PF3D7_0825100 protein,Pf3D7_08_v3: 1091998 - 1093221 (+),"conserved Plasmodium protein, unknown function",0,380807,other,0,0,0.1,4.3,0,0,0.3,0.49,0.46,12,0,0,0,5.426264755,0.61667136,0,0
