geneID,name,tsGenLoc,chr,start,stop,strand,upstreamGenLoc,type,exons,tsLength,spliceAlt,pseudo,description,tmDom,signalP,loc,dist2Telo,subtelo.HP1,altName,ap2gMotifs_1k,ap2gMotifs_3k,family,cvge,heterochrom,hda2KD,hp1KD,combined,trophPep,egcPep,lgcPep,eGC.Troph.ratio,lGC.Troph.ratio,ap2gDD.t3h,ap2gDD.t9h,ap2gDD.t15h,ap2gDD.t21h,ap2gDD.t27h,ap2gDD.t33h,ap2gDD.t39h,ap2gDD.t45h,ap2gDD.t57h,ap2gDD.t69h,ap2gDD.t81h
PF3D7_0723100,PF3D7_0723100 protein,Pf3D7_07_v3: 970492 - 971877 (-),Pf3D7_07_v3,970492,971877,(-),Pf3D7_07_v3: 972268 - 971878 (-),protein,1,1386,0,0,"conserved Plasmodium protein, unknown function",0,0,0,473330,FALSE,PF3D7_0723100 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.14,0.05,0.21,0.36,-0.07,-0.11,0.13,-0.37,-0.31,-0.43,-0.06
PF3D7_0723200,PF3D7_0723200 protein,Pf3D7_07_v3: 972658 - 974272 (+),Pf3D7_07_v3,972658,974272,(+),Pf3D7_07_v3: 972268 - 972657 (+),protein,4,1077,0,0,"conserved Plasmodium protein, unknown function",0,1,secretoryPathway,472549,FALSE,PF3D7_0723200 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.14,0.71,0.35,0.08,0.37,0.1,-0.28,1.33,-0.14,0.03,0.3
PF3D7_0723300,PF3D7_0723300 protein,Pf3D7_07_v3: 975766 - 978408 (+),Pf3D7_07_v3,975766,978408,(+),Pf3D7_07_v3: 974273 - 975765 (+),protein,1,2643,0,0,"conserved Plasmodium protein, unknown function",0,0,0,469441,FALSE,PF3D7_0723300 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.05,0.02,-0.04,-0.18,-0.16,-0.17,-0.32,-0.17,-0.1,0.03,-0.4
PF3D7_0723400,PF3D7_0723400 protein,Pf3D7_07_v3: 978920 - 983188 (-),Pf3D7_07_v3,978920,983188,(-),Pf3D7_07_v3: 984777 - 983189 (-),protein,1,4269,0,0,"conserved Plasmodium protein, unknown function",0,0,0,462019,FALSE,PF3D7_0723400 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.04,0.08,0.09,0.07,-0.06,0.08,-0.18,-0.18,0.52,-0.18,-0.04
PF3D7_0723500,PF3D7_0723500 protein,Pf3D7_07_v3: 984778 - 985458 (-),Pf3D7_07_v3,984778,985458,(-),Pf3D7_07_v3: 986028 - 985459 (-),protein,1,681,0,0,"dynactin subunit 5, putative",0,0,0,459749,FALSE,PF3D7_0723500 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.2,-0.18,0.01,0.14,0.36,0.18,0.23,1.64,-0.3,-0.06,0.34
PF3D7_0723600,PF3D7_0723600 protein,Pf3D7_07_v3: 986598 - 987365 (+),Pf3D7_07_v3,986598,987365,(+),Pf3D7_07_v3: 986029 - 986597 (+),protein,3,450,0,0,"conserved Plasmodium protein, unknown function",0,0,0,458609,FALSE,PF3D7_0723600 protein,0,0,other,0,0,0,0,0,2,1,1,-0.00114551,-0.00114551,-0.1,-0.06,0.15,0.07,0.23,0.58,0.88,1.74,-0.4,-0.22,0.14
PF3D7_0723700,PF3D7_0723700 protein,Pf3D7_07_v3: 988145 - 991243 (+),Pf3D7_07_v3,988145,991243,(+),Pf3D7_07_v3: 987366 - 988144 (+),protein,1,3099,0,0,"metallo-hydrolase/oxidoreductase, putative",1,1,apicoplast,457062,FALSE,PF3D7_0723700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.05,0.1,0.21,-0.06,-0.04,0.03,0.34,0.12,0.19,0.02,-0.38
PF3D7_0723800,PF3D7_0723800 protein,Pf3D7_07_v3: 993232 - 1000233 (+),Pf3D7_07_v3,993232,1000233,(+),Pf3D7_07_v3: 991244 - 993231 (+),protein,4,6573,0,0,"conserved Plasmodium protein, unknown function",0,0,0,451975,FALSE,PF3D7_0723800 protein,1,4,other,0,0,0,0,0,8,9,9,1.161419561,1.161419561,0.08,0.05,-0.02,0.04,-0.14,-0.22,0.01,-0.31,0.42,0.31,-0.33
PF3D7_0723900,PF3D7_0723900 protein,Pf3D7_07_v3: 1000701 - 1004746 (-),Pf3D7_07_v3,1000701,1004746,(-),Pf3D7_07_v3: 1005541 - 1004747 (-),protein,4,3669,0,0,"conserved Plasmodium protein, unknown function",0,0,0,440461,FALSE,PF3D7_0723900 protein,0,0,other,0,0,0,0,0,3,2,2,0.409126712,0.409126712,-0.1,-0.23,-0.02,0.14,0.04,0.04,0.12,0.01,-0.21,-0.2,-0.03
PF3D7_0724000,PF3D7_0724000 protein,Pf3D7_07_v3: 1006335 - 1012145 (+),Pf3D7_07_v3,1006335,1012145,(+),Pf3D7_07_v3: 1005541 - 1006334 (+),protein,1,5811,0,0,"Rab GTPase activator and protein kinase, putative",7,0,intergralMembrane,438872,FALSE,PF3D7_0724000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,0.15,0.11,-0.09,0.04,-0.24,-0.09,-0.15,0.18,-0.05,-0.06
PF3D7_0724100,PF3D7_0724100 protein,Pf3D7_07_v3: 1013295 - 1016449 (-),Pf3D7_07_v3,1013295,1016449,(-),Pf3D7_07_v3: 1019383 - 1016450 (-),protein,2,3012,0,0,"conserved Plasmodium protein, unknown function",0,0,0,428758,FALSE,PF3D7_0724100 protein,0,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.01,0.11,0,-0.04,-0.07,-0.08,-0.09,0.23,0.01,-0.32,0.1
PF3D7_0724200,TAP42,Pf3D7_07_v3: 1019384 - 1020667 (-),Pf3D7_07_v3,1019384,1020667,(-),Pf3D7_07_v3: 1021088 - 1020668 (-),protein,1,1284,0,0,"type 2A phosphatase-associated protein 42, putative (TAP42)",0,0,0,424540,FALSE,TAP42,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.02,-0.05,0.04,0.06,-0.13,-0.04,0.08,0.11,-0.22,0.17,-0.13
PF3D7_0724300,COQ3,Pf3D7_07_v3: 1021508 - 1022630 (+),Pf3D7_07_v3,1021508,1022630,(+),Pf3D7_07_v3: 1021088 - 1021507 (+),protein,2,1005,0,0,"3-demethylubiquinone-9 3-methyltransferase, putative (COQ3)",0,0,0,423699,FALSE,COQ3,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.16,-0.05,0.01,0.02,-0.14,0.04,0.28,0.2,0.08,0.17,-0.07
PF3D7_0724400,PAM18,Pf3D7_07_v3: 1023651 - 1024121 (+),Pf3D7_07_v3,1023651,1024121,(+),Pf3D7_07_v3: 1022631 - 1023650 (+),protein,2,348,0,0,"mitochondrial import inner membrane translocase subunit TIM14, putative (PAM18)",0,1,mitochondrion,421556,FALSE,PAM18,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.06,0.11,0.06,-0.06,-0.07,0.12,0.24,0.42,-0.19,0.16,0.09
PF3D7_0724500,PF3D7_0724500 protein,Pf3D7_07_v3: 1024672 - 1026167 (+),Pf3D7_07_v3,1024672,1026167,(+),Pf3D7_07_v3: 1024122 - 1024671 (+),protein,4,915,0,0,"conserved Plasmodium protein, unknown function",0,0,0,420535,FALSE,PF3D7_0724500 protein,0,0,other,0,0,0,0,0,11,0,0,-9.112904056,-9.112904056,-0.21,0,0.08,-0.25,0.07,0.04,-0.21,-0.31,-0.37,-0.47,0.2
PF3D7_0724600,PF3D7_0724600 protein,Pf3D7_07_v3: 1026444 - 1033077 (-),Pf3D7_07_v3,1026444,1033077,(-),Pf3D7_07_v3: 1034968 - 1033078 (-),protein,5,6126,0,0,"protein kinase, putative",0,0,0,412130,FALSE,PF3D7_0724600 protein,0,0,other,0,0,0,0,0,4,0,0,-7.655763729,-7.655763729,0.03,-0.02,0.45,0.02,-0.11,-0.35,-0.11,-0.61,0.08,-0.34,0.07
PF3D7_0724700,PF3D7_0724700 protein,Pf3D7_07_v3: 1034969 - 1046109 (-),Pf3D7_07_v3,1034969,1046109,(-),Pf3D7_07_v3: 1047426 - 1046110 (-),protein,5,10470,0,0,"conserved Plasmodium protein, unknown function",0,0,0,399098,FALSE,PF3D7_0724700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,0.03,0.06,0.26,0.26,0.33,0.35,0.37,0.25,0.25,0.18
PF3D7_0724800,PF3D7_0724800 protein,Pf3D7_07_v3: 1047427 - 1049362 (-),Pf3D7_07_v3,1047427,1049362,(-),Pf3D7_07_v3: 1050914 - 1049363 (-),protein,4,1278,0,0,"kelch protein, putative",0,0,0,395845,FALSE,PF3D7_0724800 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.19,-0.21,-0.05,-0.02,-0.24,0.02,-0.11,-0.27,-0.04,0.05,0.13
PF3D7_0724900,PF3D7_0724900 protein,Pf3D7_07_v3: 1052465 - 1058158 (+),Pf3D7_07_v3,1052465,1058158,(+),Pf3D7_07_v3: 1050915 - 1052464 (+),protein,1,5694,0,0,"kinesin-19, putative",0,0,0,392742,FALSE,PF3D7_0724900 protein,0,0,other,0,0,1,0,1,0,0,0,0.991694698,0.991694698,-0.31,-0.21,-0.19,0.83,0.07,-0.5,-0.56,-0.9,-0.22,0.27,-0.13
PF3D7_0725000,PF3D7_0725000 protein,Pf3D7_07_v3: 1058933 - 1062976 (-),Pf3D7_07_v3,1058933,1062976,(-),Pf3D7_07_v3: 1064114 - 1062977 (-),protein,1,4044,0,0,"exonuclease I, putative",0,0,0,382231,FALSE,PF3D7_0725000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.06,-0.28,-0.11,0.27,0.13,-0.14,-0.3,-0.39,0.08,-0.21,0.2
PF3D7_0725100,PF3D7_0725100 protein,Pf3D7_07_v3: 1065252 - 1070240 (+),Pf3D7_07_v3,1065252,1070240,(+),Pf3D7_07_v3: 1064115 - 1065251 (+),protein,2,4731,0,0,"conserved Plasmodium membrane protein, unknown function",5,0,intergralMembrane,379955,FALSE,PF3D7_0725100 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.01,0.01,-0.07,0.05,0.18,-0.01,-0.15,0.06,-0.35,-0.2,0.24
PF3D7_0725200,PF3D7_0725200 protein,Pf3D7_07_v3: 1070980 - 1071737 (+),Pf3D7_07_v3,1070980,1071737,(+),Pf3D7_07_v3: 1070241 - 1070979 (+),protein,4,447,0,0,"mago nashi protein homologue, putative",0,0,0,374227,FALSE,PF3D7_0725200 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.12,0.01,-0.13,-0.17,0.09,0.1,0.06,0.38,-0.45,-0.43,0.15
PF3D7_0725300,PF3D7_0725300 protein,Pf3D7_07_v3: 1072202 - 1074754 (-),Pf3D7_07_v3,1072202,1074754,(-),Pf3D7_07_v3: 1076885 - 1074755 (-),protein,2,2382,0,0,"conserved Plasmodium protein, unknown function",0,0,0,370453,FALSE,PF3D7_0725300 protein,1,2,other,0,0,0,0,0,0,1,1,7.649906181,7.649906181,-0.04,-0.03,-0.03,0.05,-0.1,0.34,0.01,-0.03,-0.07,-0.19,0
PF3D7_0725400,PF3D7_0725400 protein,Pf3D7_07_v3: 1079015 - 1080055 (+),Pf3D7_07_v3,1079015,1080055,(+),Pf3D7_07_v3: 1076885 - 1079014 (+),protein,4,330,0,0,"conserved Plasmodium protein, unknown function",0,1,secretoryPathway,366192,FALSE,PF3D7_0725400 protein,3,5,other,0,0,1,0,1,0,0,0,0.991694698,0.991694698,-0.09,0.29,0.26,0.19,0.03,-0.05,-0.41,0.17,-0.01,-0.37,-0.42
PF3D7_0725500,PF3D7_0725500 protein,Pf3D7_07_v3: 1080642 - 1082343 (-),Pf3D7_07_v3,1080642,1082343,(-),Pf3D7_07_v3: 1083053 - 1082344 (-),protein,2,1257,0,0,unspecified product,12,0,intergralMembrane,#REF!,FALSE,PF3D7_0725500 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.42,0.19,0.3,-0.34,0.14,0.09,-0.23,0.57,-0.68,-0.66,0.09
PF3D7_0725600,PF3D7_0725600 rRNA,Pf3D7_07_v3: 1083761 - 1085847 (+),Pf3D7_07_v3,1083761,1085847,(+),Pf3D7_07_v3: 1083053 - 1083760 (+),rRNA,1,2087,0,0,18S ribosomal RNA,NA,NA,0,361446,FALSE,PF3D7_0725600 rRNA,0,0,rRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_0725700,PF3D7_0725700 rRNA,Pf3D7_07_v3: 1085848 - 1086212 (+),Pf3D7_07_v3,1085848,1086212,(+),NA,rRNA,1,365,0,0,unspecified product,NA,NA,0,359359,FALSE,PF3D7_0725700 rRNA,0,0,ncRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.43,-0.13,0.46,-0.97,-0.32,-0.15,0.66,1.43,-0.7,-0.08,0.35
PF3D7_0725800,PF3D7_0725800 rRNA,Pf3D7_07_v3: 1086213 - 1086371 (+),Pf3D7_07_v3,1086213,1086371,(+),NA,rRNA,1,159,0,0,5.8S ribosomal RNA,NA,NA,0,358994,FALSE,PF3D7_0725800 rRNA,0,0,rRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_0725900,PF3D7_0725900 rRNA,Pf3D7_07_v3: 1086372 - 1086569 (+),Pf3D7_07_v3,1086372,1086569,(+),NA,rRNA,1,198,0,0,unspecified product,NA,NA,0,358835,FALSE,PF3D7_0725900 rRNA,0,0,ncRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_0726000,PF3D7_0726000 rRNA,Pf3D7_07_v3: 1086570 - 1090357 (+),Pf3D7_07_v3,1086570,1090357,(+),NA,rRNA,1,3788,0,0,28S ribosomal RNA,NA,NA,0,358637,FALSE,PF3D7_0726000 rRNA,0,0,rRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_0726100,PF3D7_0726100 protein,Pf3D7_07_v3: 1093566 - 1096122 (-),Pf3D7_07_v3,1093566,1096122,(-),Pf3D7_07_v3: 1098128 - 1096123 (-),protein,2,2412,0,0,"Plasmodium exported protein, unknown function",2,0,exported,349085,FALSE,PF3D7_0726100 protein,1,3,other,0,0,1,0,1,0,0,0,0.991694698,0.991694698,-0.09,-0.47,-0.16,0.07,0.45,0.63,0.01,-0.18,0.18,-0.07,0.14
PF3D7_0726200,FIKK7.1,Pf3D7_07_v3: 1100134 - 1102967 (+),Pf3D7_07_v3,1100134,1102967,(+),Pf3D7_07_v3: 1098129 - 1100133 (+),protein,3,2538,0,0,"serine/threonine protein kinase, FIKK family (FIKK7.1)",1,0,exported,345073,FALSE,FIKK7.1,1,2,FIKK,0,0,1,0,1,0,0,0,0.991694698,0.991694698,-0.07,0.07,-0.07,-0.23,-0.15,0,-0.23,0.13,-0.54,0.11,0.1
PF3D7_0726300,PMS1,Pf3D7_07_v3: 1104156 - 1108364 (+),Pf3D7_07_v3,1104156,1108364,(+),Pf3D7_07_v3: 1102968 - 1104155 (+),protein,2,3993,0,0,"DNA mismatch repair protein PMS1, putative (PMS1)",0,0,nucleus,341051,FALSE,PMS1,0,0,other,0,0,0,0,0,2,0,0,-6.659356993,-6.659356993,-0.07,-0.08,0.1,-0.25,-0.11,-0.15,0,0.08,-0.17,0.11,-0.07
PF3D7_0726400,PF3D7_0726400 protein,Pf3D7_07_v3: 1108831 - 1124492 (-),Pf3D7_07_v3,1108831,1124492,(-),Pf3D7_07_v3: 1126555 - 1124493 (-),protein,5,14835,0,0,"conserved Plasmodium membrane protein, unknown function",8,0,intergralMembrane,320715,FALSE,PF3D7_0726400 protein,1,1,other,0,0,0,0,0,7,0,0,-8.461575936,-8.461575936,-0.04,-0.11,0,0.2,0.12,-0.14,-0.01,-0.43,0.44,0.06,0.04
PF3D7_0726500,PF3D7_0726500 protein,Pf3D7_07_v3: 1126556 - 1136577 (-),Pf3D7_07_v3,1126556,1136577,(-),Pf3D7_07_v3: 1138529 - 1136578 (-),protein,4,9552,0,0,"ubiquitin carboxyl-terminal hydrolase, putative",0,0,0,308630,FALSE,PF3D7_0726500 protein,1,1,other,0,0,0,0,0,34,20,20,0.226456859,0.226456859,-0.09,-0.15,0.22,0.25,0.12,0.07,0.23,0.01,0.45,0.32,0.07
PF3D7_0726600,PF3D7_0726600 protein,Pf3D7_07_v3: 1140479 - 1142754 (+),Pf3D7_07_v3,1140479,1142754,(+),Pf3D7_07_v3: 1138529 - 1140478 (+),protein,2,2067,0,0,"conserved Plasmodium protein, unknown function",0,0,0,304728,FALSE,PF3D7_0726600 protein,0,2,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,-0.17,-0.03,-0.15,-0.09,-0.15,0,-0.05,0.1,0.07,0.03
PF3D7_0726700,PF3D7_0726700 protein,Pf3D7_07_v3: 1143303 - 1143815 (-),Pf3D7_07_v3,1143303,1143815,(-),Pf3D7_07_v3: 1144045 - 1143816 (-),protein,1,513,0,0,"conserved Plasmodium protein, unknown function",0,1,exported,301392,FALSE,PF3D7_0726700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.16,0.08,-0.4,-0.11,-0.52,0.06,0.45,-0.3,-0.29,-0.36,-0.01
PF3D7_0726800,DAD1,Pf3D7_07_v3: 1144046 - 1144730 (-),Pf3D7_07_v3,1144046,1144730,(-),Pf3D7_07_v3: 1145190 - 1144731 (-),protein,3,324,0,0,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1, putative (DAD1)",3,0,secretoryPathway,300477,FALSE,DAD1,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.01,0.04,-0.06,0.1,0.31,0.38,0.1,0.51,-0.59,-0.62,0.65
PF3D7_0726900,TIM50,Pf3D7_07_v3: 1145648 - 1147207 (+),Pf3D7_07_v3,1145648,1147207,(+),Pf3D7_07_v3: 1145190 - 1145647 (+),protein,1,1560,0,0,"mitochondrial import inner membrane translocase subunit TIM50, putative (TIM50)",0,0,mitochondrion,299559,FALSE,TIM50,0,0,other,0,0,0,0,0,4,5,5,1.312903065,1.312903065,-0.07,-0.01,0.08,-0.07,-0.15,0.13,0.21,0.14,-0.16,0.17,-0.1
PF3D7_0727000,VPS53,Pf3D7_07_v3: 1147570 - 1151058 (-),Pf3D7_07_v3,1147570,1151058,(-),Pf3D7_07_v3: 1152154 - 1151059 (-),protein,1,3489,0,0,"vacuolar protein sorting-associated protein 53, putative (VPS53)",0,0,0,294149,FALSE,VPS53,0,0,other,0,0,0,0,0,2,1,1,-0.00114551,-0.00114551,0.06,-0.08,0.04,0.05,-0.06,-0.19,0.03,-0.12,0.21,0.04,-0.19
PF3D7_0727100,PF3D7_0727100 protein,Pf3D7_07_v3: 1152155 - 1155355 (-),Pf3D7_07_v3,1152155,1155355,(-),Pf3D7_07_v3: 1156747 - 1155356 (-),protein,1,3201,0,0,"conserved Plasmodium protein, unknown function",0,1,secretoryPathway,289852,FALSE,PF3D7_0727100 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.13,-0.17,0.16,0,-0.11,-0.17,0,0.46,-0.1,-0.06,-0.11
PF3D7_0727200,NFS,Pf3D7_07_v3: 1156748 - 1158409 (-),Pf3D7_07_v3,1156748,1158409,(-),Pf3D7_07_v3: 1159699 - 1158410 (-),protein,1,1662,0,0,"cysteine desulfurase, putative (NFS)",0,0,mitochondrion,286798,FALSE,NFS,0,0,other,0,0,0,0,0,8,2,2,-1.002912043,-1.002912043,-0.07,-0.04,0.03,0.08,0.19,0.4,0.27,0.41,-0.55,-0.31,0.34
PF3D7_0727300,DNMT,Pf3D7_07_v3: 1159700 - 1161820 (-),Pf3D7_07_v3,1159700,1161820,(-),Pf3D7_07_v3: 1162266 - 1161821 (-),protein,1,2121,0,0,DNA (cytosine-5)-methyltransferase (DNMT),0,0,0,283387,FALSE,DNMT,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.08,-0.11,0.23,0.31,0.03,0.19,0.66,1.01,-0.02,0.18,-0.32
PF3D7_0727400,PF3D7_0727400 protein,Pf3D7_07_v3: 1162710 - 1163831 (+),Pf3D7_07_v3,1162710,1163831,(+),Pf3D7_07_v3: 1162266 - 1162709 (+),protein,3,771,0,0,"proteasome subunit alpha type-5, putative",0,0,0,282497,FALSE,PF3D7_0727400 protein,0,0,proteasome,0,0,0,0,0,17,15,15,0.811235534,0.811235534,-0.01,-0.19,0.03,0,-0.27,-0.06,0.48,0.74,-0.07,-0.21,-0.24
PF3D7_0727500,PF3D7_0727500 protein,Pf3D7_07_v3: 1164455 - 1166578 (-),Pf3D7_07_v3,1164455,1166578,(-),Pf3D7_07_v3: 1167010 - 1166579 (-),protein,1,2124,0,0,"conserved Plasmodium protein, unknown function",1,1,secretoryPathway,278629,FALSE,PF3D7_0727500 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.02,-0.11,-0.07,-0.02,-0.25,-0.13,0.19,0.06,0.23,-0.07,-0.38
PF3D7_0727600,PF3D7_0727600 protein,Pf3D7_07_v3: 1167441 - 1170817 (+),Pf3D7_07_v3,1167441,1170817,(+),Pf3D7_07_v3: 1167011 - 1167440 (+),protein,3,3090,0,0,"conserved Plasmodium protein, unknown function",0,0,0,277766,FALSE,PF3D7_0727600 protein,2,2,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.01,0.18,-0.25,0.1,0.2,0.09,0.31,0.39,0.24,-0.55,-0.02
PF3D7_0727700,PF3D7_0727700 protein,Pf3D7_07_v3: 1171286 - 1174156 (-),Pf3D7_07_v3,1171286,1174156,(-),Pf3D7_07_v3: 1175050 - 1174157 (-),protein,1,2871,0,0,"conserved Plasmodium protein, unknown function",0,0,0,271051,FALSE,PF3D7_0727700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.07,-0.16,0.01,0.01,0.02,-0.12,0.01,0.01,0.06,0.02,0.05
PF3D7_0727800,PF3D7_0727800 protein,Pf3D7_07_v3: 1175944 - 1181700 (+),Pf3D7_07_v3,1175944,1181700,(+),Pf3D7_07_v3: 1175051 - 1175943 (+),protein,1,5757,0,0,"cation transporting ATPase, putative",12,0,intergralMembrane,269263,FALSE,PF3D7_0727800 protein,0,0,other,0,0,0,0,0,18,0,0,-9.822887768,-9.822887768,0.06,-0.1,-0.14,0.04,0.12,0.1,-0.02,0.41,-0.08,-0.07,0.1
PF3D7_0727900,PF3D7_0727900 protein,Pf3D7_07_v3: 1184401 - 1190172 (+),Pf3D7_07_v3,1184401,1190172,(+),Pf3D7_07_v3: 1181701 - 1184400 (+),protein,1,5772,0,0,"conserved Plasmodium protein, unknown function",2,0,secretoryPathway,260806,FALSE,PF3D7_0727900 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,-0.06,-0.03,0.12,0.09,-0.03,-0.03,-0.12,-0.26,0.21,-0.04
PF3D7_0728000,PF3D7_0728000 protein,Pf3D7_07_v3: 1191179 - 1192289 (-),Pf3D7_07_v3,1191179,1192289,(-),Pf3D7_07_v3: 1193615 - 1192290 (-),protein,2,990,0,0,"eukaryotic translation initiation factor 2 alpha subunit, putative",0,0,0,252918,FALSE,PF3D7_0728000 protein,0,0,translation,0,0,0,0,0,12,11,11,0.866273016,0.866273016,0.01,-0.03,0.13,-0.08,-0.25,0.01,0.48,0.38,-0.21,-0.11,-0.19
PF3D7_0728100,PF3D7_0728100 protein,Pf3D7_07_v3: 1193616 - 1210301 (-),Pf3D7_07_v3,1193616,1210301,(-),Pf3D7_07_v3: 1210979 - 1210302 (-),protein,1,16686,0,0,"conserved Plasmodium membrane protein, unknown function",4,0,intergralMembrane,234906,FALSE,PF3D7_0728100 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0,0.04,-0.15,-0.22,-0.19,-0.23,0.01,-0.27,0.54,0.23,-0.07
PF3D7_0728200,ALP3,Pf3D7_07_v3: 1211657 - 1213517 (+),Pf3D7_07_v3,1211657,1213517,(+),Pf3D7_07_v3: 1210980 - 1211656 (+),protein,2,1659,0,0,"actin-like protein, putative (ALP3)",1,0,secretoryPathway,233550,FALSE,ALP3,0,0,other,0,0,0,0,0,3,0,0,-7.241924979,-7.241924979,-0.09,-0.03,-0.44,-0.06,-0.07,-0.23,-0.16,0.03,0.07,0.12,-0.06
PF3D7_0728300,PF3D7_0728300 protein,Pf3D7_07_v3: 1213841 - 1214476 (-),Pf3D7_07_v3,1213841,1214476,(-),Pf3D7_07_v3: 1214826 - 1214477 (-),protein,1,636,0,0,"conserved Plasmodium protein, unknown function",0,0,0,230731,FALSE,PF3D7_0728300 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.04,0.24,0.01,-0.13,-0.26,0.35,0.32,0.12,0.13,-0.25,-0.04
PF3D7_0728400,PF3D7_0728400.1 protein,Pf3D7_07_v3: 1215174 - 1215763 (+),Pf3D7_07_v3,1215174,1215763,(+),Pf3D7_07_v3: 1214826 - 1215173 (+),protein,2,381,0,0,"conserved Plasmodium protein, unknown function",0,0,0,230033,FALSE,PF3D7_0728400.1 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.14,0.19,0.11,-0.21,-0.16,-0.07,0.7,0.28,0.11,-0.14,-0.24
PF3D7_0728500,PF3D7_0728500 protein,Pf3D7_07_v3: 1216088 - 1217201 (-),Pf3D7_07_v3,1216088,1217201,(-),Pf3D7_07_v3: 1217814 - 1217202 (-),protein,5,432,0,0,"conserved Plasmodium protein, unknown function",0,0,0,228006,FALSE,PF3D7_0728500 protein,0,0,other,0,0,0,1,1,0,0,0,0.991694698,0.991694698,-0.17,0.04,-0.15,-0.02,-0.24,-0.1,0.21,-0.46,0.44,0.79,0.29
PF3D7_0728600,PF3D7_0728600 protein,Pf3D7_07_v3: 1218426 - 1225473 (+),Pf3D7_07_v3,1218426,1225473,(+),Pf3D7_07_v3: 1217814 - 1218425 (+),protein,5,6489,0,0,"zinc finger, C3HC4 type, putative",0,0,0,226781,FALSE,PF3D7_0728600 protein,1,1,other,0,0,0,0,0,6,0,0,-8.239526483,-8.239526483,-0.08,-0.01,-0.04,-0.27,-0.17,-0.18,-0.04,-0.32,0.4,0.4,-0.18
PF3D7_0728700,PF3D7_0728700 protein,Pf3D7_07_v3: 1226029 - 1228714 (-),Pf3D7_07_v3,1226029,1228714,(-),Pf3D7_07_v3: 1229652 - 1228715 (-),protein,4,2163,0,0,"alpha/beta hydrolase, putative",0,0,0,216493,FALSE,PF3D7_0728700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,0.12,-0.22,0.25,0.23,0.24,0.19,-0.67,0.38,0.24,0.17
PF3D7_0728800,PF3D7_0728800 protein,Pf3D7_07_v3: 1230589 - 1232180 (+),Pf3D7_07_v3,1230589,1232180,(+),Pf3D7_07_v3: 1229653 - 1230588 (+),protein,2,1401,0,0,"conserved Plasmodium protein, unknown function",0,1,secretoryPathway,214618,FALSE,PF3D7_0728800 protein,3,3,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.07,0.08,-0.66,0.03,-0.16,-0.03,0.44,0.26,0.43,-0.15,-0.33
